site,duration,depth,speed,vorticity,Fr
LS,114,9.87045,0.596462,4.63E-05,0.060645875
LS,54,9.87045,0.596462,4.63E-05,0.060645875
LS,107,9.86932,0.596432,4.63E-05,0.060646296
LS,155,9.85994,0.595916,4.48E-05,0.060622644
LS,322,9.81117,0.59183,3.74E-05,0.060356429
LS,480,9.81056,0.591852,3.74E-05,0.060360549
LS,562,9.81027,0.591863,3.74E-05,0.060362563
LS,71,9.80999,0.591874,3.73E-05,0.060364547
LS,30,9.80971,0.591885,3.72E-05,0.06036653
LS,280,9.80492,0.592368,3.67E-05,0.060430547
LS,156,9.80486,0.592406,3.66E-05,0.060434608
LS,538,9.78177,0.586468,3.63E-05,0.059899412
LS,10,9.78082,0.585638,3.69E-05,0.059817544
LS,150,9.7725,0.583451,3.76E-05,0.059619525
LS,36,9.80579,0.599533,3.71E-05,0.061158773
LS,11,9.84006,0.598344,4.21E-05,0.060931102
LS,91,9.83163,0.595611,4.08E-05,0.06067879
LS,5,9.81712,0.595665,3.86E-05,0.060729121
LS,557,9.8174,0.595656,3.86E-05,0.060727337
LS,534,9.81767,0.595647,3.87E-05,0.060725585
LS,419,9.81793,0.595638,3.87E-05,0.060723863
LS,444,9.81818,0.595629,3.88E-05,0.060722173
LS,328,9.81842,0.595621,3.88E-05,0.060720615
LS,522,9.81866,0.595612,3.88E-05,0.060718955
LS,473,9.81954,0.59558,3.90E-05,0.060712972
LS,68,9.81975,0.595572,3.88E-05,0.060711508
LS,109,9.8232,0.595437,3.95E-05,0.060687086
LS,61,9.82282,0.594451,3.94E-05,0.060587765
LS,5,9.8063,0.594002,3.69E-05,0.060592976
LS,406,9.81015,0.594233,3.74E-05,0.060604644
